body_focus_code,default_rest_seconds,default_seconds_per_rep,default_transition_seconds,default_work_seconds,difficulty_code,equipment_codes,family_code,form_cues_ko,form_cues_review_status,form_cues_source,general_pool_included,instruction_content_version,instruction_summary_ko,location_codes,name_en,name_ko,primary_body_area_codes,primary_movement_pattern_code,record_type,recovery_eligible,representative_stable_code,review_status_code,secondary_body_area_codes,safety_relevant_body_area_codes,source_identity,source_track,stable_code,timing_mode_code,training_type_code,met_value,met_source_code,met_source_activity_code,met_mapping_method_code,met_review_status_code,met_policy_version
GLUTES,90,4,15,,INTERMEDIATE,BARBELL,LUNGE,무릎이 발끝과 같은 방향을 향하게 하고 안쪽으로 무너지지 않게 합니다|발바닥 전체로 바닥을 밀어 몸을 일으킵니다,APPROVED,data/scripts/normalize_v2_0_6_form_cues.py,True,user-natural-language-ko-v2.0.6,1. 양발을 어깨너비로 벌리고 서서 바벨을 상부 등에 올립니다 2. 오른쪽 무릎을 굽혀 넓적다리가 바닥과 평행해질 때까지 몸을 내립니다 3. 오른쪽 발꿈치를 통해 힘을 주어 시작 자세로 돌아옵니다 4. 반대쪽도 같은 순서로 수행합니다,GYM,barbell lunge,바벨 런지,quadriceps,KNEE_DOMINANT,VARIANT,,smith_sprint_lunge,DOMAIN_APPROVED,hamstrings|calves,UPPER_BACK|LOWER_BACK|HIP|KNEE|ANKLE_FOOT|ABDOMEN,0054,gymvisual,barbell_lunge,REPS,STRENGTH,5.0,ADULT_COMPENDIUM_PDF_2024,02052,SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
TRICEPS,60,4,15,,BEGINNER,BARBELL,BARBELL_LYING_CLOSE_GRIP_TRICEPS_EXTENSION,운동 전에 시트나 패드 위치와 무게를 몸에 맞게 조절합니다|반동을 쓰지 말고 무게를 천천히 움직입니다,APPROVED,data/scripts/normalize_v2_0_6_form_cues.py,True,user-natural-language-ko-v2.0.6,1. 벤치에 누워 양발을 바닥에 놓고 머리가 벤치의 끝에 오도록 합니다 2. 팔을 완전히 펼쳐 바벨을 가슴 위로 올립니다 3. 하단에서 잠깐 멈춘 후 팔을 펼쳐 시작 자세로 돌아옵니다,GYM,barbell lying close-grip triceps extension,바벨 라잉 클로즈그립 삼두 익스텐션,shoulders,ISOLATION,REPRESENTATIVE,,,DOMAIN_APPROVED,,SHOULDER|ELBOW|WRIST_HAND|CHEST,0056,gymvisual,barbell_lying_close_grip_triceps_extension,REPS,STRENGTH,3.5,ADULT_COMPENDIUM_PDF_2024,02054,SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
GLUTES,60,4,15,,BEGINNER,BARBELL,BARBELL_LYING_LIFTING_ON_HIP,운동 전에 시트나 패드 위치와 무게를 몸에 맞게 조절합니다|반동을 쓰지 말고 무게를 천천히 움직입니다,APPROVED,data/scripts/normalize_v2_0_6_form_cues.py,True,user-natural-language-ko-v2.0.6,1. 벤치에 등을 대고 누워 양발을 바닥에 놓고 무릎을 굽힙니다 2. 둔근을 조이면서 엉덩이를 벤치에서 들어올려 무릎부터 어깨까지 일직선을 만듭니다 3. 가장 높은 지점에서 잠깐 멈춘 후 천천히 엉덩이를 시작 자세로 내립니다,GYM,barbell lying lifting (on hip),바벨 라잉 힙 리프팅,hamstrings,HIP_DOMINANT,REPRESENTATIVE,,,DOMAIN_APPROVED,quadriceps,SHOULDER|WRIST_HAND|UPPER_BACK|HIP|KNEE,0058,gymvisual,barbell_lying_lifting_on_hip,REPS,STRENGTH,5.0,ADULT_COMPENDIUM_PDF_2024,02052,SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
BICEPS,60,4,15,,BEGINNER,BARBELL,BICEPS_CURL,어깨가 귀 쪽으로 올라가지 않게 합니다|몸을 흔들어 반동을 만들지 말고 천천히 당깁니다,APPROVED,data/scripts/normalize_v2_0_6_form_cues.py,True,user-natural-language-ko-v2.0.6,1. 프리처 벤치에 앉아 가슴이 패드에 붙고 팔이 가장자리 위로 펼쳐지도록 합니다 2. 바벨을 어깨 높이까지 올려 이두근이 완전히 수축될 때까지 계속 올립니다 3. 이두근을 조이며 짧게 멈춘 후 천천히 바벨을 시작 자세로 내립니다,GYM,barbell lying preacher curl,바벨 라잉 프리처 컬,forearms,ISOLATION,VARIANT,,dumbbell_standing_curl_isolation_dumbbell,DOMAIN_APPROVED,,SHOULDER|ELBOW|WRIST_HAND|CHEST,0059,gymvisual,barbell_lying_preacher_curl,REPS,STRENGTH,3.5,ADULT_COMPENDIUM_PDF_2024,02054,SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
GLUTES,90,4,15,,INTERMEDIATE,BARBELL,SQUAT,무릎이 발끝과 같은 방향을 향하게 하고 안쪽으로 무너지지 않게 합니다|발바닥 전체로 바닥을 밀어 몸을 일으킵니다,APPROVED,data/scripts/normalize_v2_0_6_form_cues.py,True,user-natural-language-ko-v2.0.6,1. 양발을 어깨너비로 벌리고 발가락을 약간 바깥쪽으로 향하게 하여 섭니다 2. 복부에 력을 주고 가슴을 들어올린 상태에서 무릎을 굽히고 엉덩이를 뒤로 밀어 천천히 내려갑니다 3. 잠깐 멈춘 후 발꿈치를 통해 힘을 주어 시작 자세로 돌아옵니다,GYM,barbell narrow stance squat,바벨 내로우 스탠스 스쿼트,quadriceps,CORE_BRACE,VARIANT,,bodyweight_squat,DOMAIN_APPROVED,hamstrings|calves,ELBOW|UPPER_BACK|LOWER_BACK|HIP|KNEE|ANKLE_FOOT|CHEST|ABDOMEN,0063,gymvisual,barbell_narrow_stance_squat,REPS,STRENGTH,5.0,ADULT_COMPENDIUM_PDF_2024,02052,SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
QUADRICEPS,90,4,15,,INTERMEDIATE,BARBELL,SQUAT,무릎이 발끝과 같은 방향을 향하게 하고 안쪽으로 무너지지 않게 합니다|발바닥 전체로 바닥을 밀어 몸을 일으킵니다,APPROVED,data/scripts/normalize_v2_0_6_form_cues.py,True,user-natural-language-ko-v2.0.6,1. 어깨너비로 발을 벌리고 발끝은 약간 바깥쪽을 향하게 합니다 2. 넓은 그립으로 바벨을 잡고 머리 위에 위치시켜 팔을 완전히 펼칩니다 3. 아래에서 잠깐 멈춘 후 발뒤꿈치로 밀어 시작 자세로 돌아옵니다,GYM,barbell overhead squat,바벨 오버헤드 스쿼트,glutes,VERTICAL_PUSH,VARIANT,,bodyweight_squat,DOMAIN_APPROVED,hamstrings|calves|core,WRIST_HAND|LOWER_BACK|HIP|KNEE|ANKLE_FOOT|CHEST|ABDOMEN,0069,gymvisual,barbell_overhead_squat,REPS,STRENGTH,5.0,ADULT_COMPENDIUM_PDF_2024,02052,SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
BICEPS,60,4,15,,BEGINNER,BARBELL,BICEPS_CURL,어깨가 귀 쪽으로 올라가지 않게 합니다|몸을 흔들어 반동을 만들지 말고 천천히 당깁니다,APPROVED,data/scripts/normalize_v2_0_6_form_cues.py,True,user-natural-language-ko-v2.0.6,1. 프리처 벤치에 앉아 상완이 패드에 올려지고 가슴이 지지대에 닿도록 합니다 2. 상완을 움직이지 않게 고정하고 바벨을 어깨 방향으로 구부립니다 3. 바벨을 천천히 시작 자세로 내립니다,GYM,barbell preacher curl,바벨 프리처 컬,forearms,ISOLATION,VARIANT,,dumbbell_standing_curl_isolation_dumbbell,DOMAIN_APPROVED,,SHOULDER|ELBOW|WRIST_HAND|CHEST,0070,gymvisual,barbell_preacher_curl,REPS,STRENGTH,3.5,ADULT_COMPENDIUM_PDF_2024,02054,SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
GLUTES,90,4,15,,INTERMEDIATE,BARBELL,BARBELL_RACK_PULL,어깨가 귀 쪽으로 올라가지 않게 합니다|몸을 흔들어 반동을 만들지 말고 천천히 당깁니다,APPROVED,data/scripts/normalize_v2_0_6_form_cues.py,True,user-natural-language-ko-v2.0.6,1. 어깨너비로 발을 벌리고 발끝은 약간 바깥쪽을 향하게 합니다 2. 코어에 힘을 주고 엉덩이와 무릎을 펼치면서 바벨을 들어올리고 어깨를 뒤로 당기며 위에서 둔근을 짜냅니다 3. 엉덩이와 무릎에서 구부려 바벨을 시작 자세로 내립니다,GYM,barbell rack pull,바벨 랙 풀,hamstrings,ISOLATION,REPRESENTATIVE,,,DOMAIN_APPROVED,lower back,SHOULDER|WRIST_HAND|UPPER_BACK|HIP|KNEE|ABDOMEN,0074,gymvisual,barbell_rack_pull,REPS,STRENGTH,5.0,ADULT_COMPENDIUM_PDF_2024,02052,SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
SHOULDERS,90,4,15,,INTERMEDIATE,BARBELL,REAR_DELTOID_ROW,어깨가 귀 쪽으로 올라가지 않게 합니다|몸을 흔들어 반동을 만들지 말고 천천히 당깁니다,APPROVED,data/scripts/normalize_v2_0_6_form_cues.py,True,user-natural-language-ko-v2.0.6,1. 어깨너비로 발을 벌리고 무릎을 약간 구부립니다 2. 엉덩이에서 구부려 앞으로 숙이되 등을 곧게 펴고 가슴은 위로 향하게 합니다 3. 위에서 잠깐 멈춘 후 바벨을 천천히 시작 자세로 내립니다,GYM,barbell rear delt row,바벨 리어 델트 로우,traps,HORIZONTAL_PULL,VARIANT,,cable_standing_rear_delt_row_with_rope,DOMAIN_APPROVED,rhomboids|biceps,SHOULDER|ELBOW|WRIST_HAND|UPPER_BACK|LOWER_BACK|HIP|KNEE|CHEST,0076,gymvisual,barbell_rear_delt_row,REPS,STRENGTH,3.5,ADULT_COMPENDIUM_PDF_2024,02054,SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
GLUTES,90,4,15,,INTERMEDIATE,BARBELL,BARBELL_ROMANIAN_DEADLIFT,허리를 둥글게 말지 말고 배 주변에 가볍게 힘을 줍니다|발바닥 전체로 바닥을 누르며 엉덩이 움직임을 만듭니다,APPROVED,data/scripts/normalize_v2_0_6_form_cues.py,True,user-natural-language-ko-v2.0.6,1. 발을 어깨 너비로 벌리고 발끝은 앞을 향하도록 섭니다 2. 허벅지 뒤쪽이 당기는 느낌이 들 때까지 내립니다 3. 바벨을 시작 자세로 다시 내립니다,GYM,barbell romanian deadlift,바벨 루마니안 데드리프트,hamstrings,HIP_DOMINANT,REPRESENTATIVE,,,DOMAIN_APPROVED,lower back,WRIST_HAND|UPPER_BACK|LOWER_BACK|HIP|KNEE,0085,gymvisual,barbell_romanian_deadlift,REPS,STRENGTH,5.0,ADULT_COMPENDIUM_PDF_2024,02052,SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
GLUTES,90,4,15,,INTERMEDIATE,BARBELL,GOOD_MORNING,허리를 둥글게 말지 말고 배 주변에 가볍게 힘을 줍니다|발바닥 전체로 바닥을 누르며 엉덩이 움직임을 만듭니다,APPROVED,data/scripts/normalize_v2_0_6_form_cues.py,True,user-natural-language-ko-v2.0.6,1. 벤치에 앉아 발은 바닥에 놓고 바벨을 상등에 올려놓습니다 2. 천천히 허리에서 굽혀 몸을 땅을 향해 내립니다 3. 하단에서 잠시 멈춘 후 발뒤꿈치를 통해 밀어 시작 자세로 돌아갑니다,GYM,barbell seated good morning,바벨 시티드 굿모닝,hamstrings,HIP_DOMINANT,VARIANT,,smith_bent_knee_good_morning,DOMAIN_APPROVED,lower back,UPPER_BACK|LOWER_BACK|HIP|KNEE|ANKLE_FOOT|CHEST,0090,gymvisual,barbell_seated_good_morning,REPS,STRENGTH,5.0,ADULT_COMPENDIUM_PDF_2024,02052,SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
SHOULDERS,90,4,15,,INTERMEDIATE,BARBELL,SEATED_SHOULDER_PRESS,허리를 과하게 젖히지 말고 배 주변에 가볍게 힘을 줍니다|팔을 던지듯 움직이지 말고 천천히 올리고 내립니다,APPROVED,data/scripts/normalize_v2_0_6_form_cues.py,True,user-natural-language-ko-v2.0.6,1. 벤치에 앉아 등을 곧게 펴고 발은 바닥에 놓습니다 2. 팔을 펼쳐 바벨을 위로 밀어 올립니다 3. 상단에서 잠시 멈춘 후 천천히 바벨을 어깨 높이로 내립니다,GYM,barbell seated overhead press,바벨 시티드 오버헤드 프레스,triceps,VERTICAL_PUSH,VARIANT,,seated_shoulder_press_vertical_push_dumbbell,DOMAIN_APPROVED,upper back,SHOULDER|ELBOW|WRIST_HAND|UPPER_BACK|LOWER_BACK,0091,gymvisual,barbell_seated_overhead_press,REPS,STRENGTH,3.5,ADULT_COMPENDIUM_PDF_2024,02054,SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
CORE,90,4,15,,INTERMEDIATE,BARBELL,BARBELL_SEATED_TWIST,운동 전에 시트나 패드 위치와 무게를 몸에 맞게 조절합니다|반동을 쓰지 말고 무게를 천천히 움직입니다,APPROVED,data/scripts/normalize_v2_0_6_form_cues.py,True,user-natural-language-ko-v2.0.6,1. 플랫 벤치에 앉아 발은 바닥에 놓고 무릎은 구부립니다 2. 바벨을 양손으로 가슴 앞에 들고 팔꿈치는 약간 구부립니다 3. 회전 끝에서 잠시 멈춘 후 천천히 시작 자세로 돌아갑니다,GYM,barbell seated twist,바벨 시티드 트위스트,obliques,CORE_BRACE,REPRESENTATIVE,,,DOMAIN_APPROVED,lower back,ELBOW|UPPER_BACK|LOWER_BACK|KNEE|CHEST|ABDOMEN,0094,gymvisual,barbell_seated_twist,REPS,STRENGTH,3.5,ADULT_COMPENDIUM_PDF_2024,02054,SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
BACK,60,4,15,,BEGINNER,BARBELL,SHRUG,허리를 과하게 젖히지 말고 배 주변에 가볍게 힘을 줍니다|팔을 던지듯 움직이지 말고 천천히 올리고 내립니다,APPROVED,data/scripts/normalize_v2_0_6_form_cues.py,True,user-natural-language-ko-v2.0.6,1. 어깨넓이로 발을 벌리고 서서 바벨을 양손으로 오버그립으로 몸 앞에 들고 있습니다 2. 어깨를 귀 쪽으로 최대한 높이 들어올리면서 사다리근을 가장 높은 지점에서 꼬집습니다 3. 순간 멈춘 후 어깨를 천천히 시작 자세로 낮춥니다,GYM,barbell shrug,바벨 슈러그,shoulders,ISOLATION,VARIANT,,dumbbell_shrug_isolation_dumbbell,DOMAIN_APPROVED,,SHOULDER|WRIST_HAND|UPPER_BACK|LOWER_BACK,0095,gymvisual,barbell_shrug,REPS,STRENGTH,3.5,ADULT_COMPENDIUM_PDF_2024,02054,SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
CORE,90,4,15,,INTERMEDIATE,BARBELL,BARBELL_SIDE_BENT,운동 전에 시트나 패드 위치와 무게를 몸에 맞게 조절합니다|반동을 쓰지 말고 무게를 천천히 움직입니다,APPROVED,data/scripts/normalize_v2_0_6_form_cues.py,True,user-natural-language-ko-v2.0.6,1. 발을 어깨 너비로 벌리고 양손으로 바벨을 들며 손은 아래를 향합니다 2. 천천히 몸을 오른쪽으로 굽혀 바벨을 오른쪽 무릎을 향해 내립니다 3. 잠시 멈춘 후 시작 자세로 돌아갑니다 4. 반대쪽도 같은 순서로 수행합니다,GYM,barbell side bent,바벨 사이드 벤드,obliques,CORE_BRACE,REPRESENTATIVE,,,DOMAIN_APPROVED,lower back,UPPER_BACK|LOWER_BACK|KNEE|ABDOMEN,0096,gymvisual,barbell_side_bent,REPS,STRENGTH,3.5,ADULT_COMPENDIUM_PDF_2024,02054,SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
CALVES,60,4,15,,BEGINNER,BARBELL,CALF_RAISE_STANDING,발끝과 무릎이 같은 방향을 향하게 합니다|내려올 때 발바닥 전체를 바닥에 안정적으로 둡니다,APPROVED,data/scripts/normalize_v2_0_6_form_cues.py,True,user-natural-language-ko-v2.0.6,1. 발을 어깨 너비로 벌리고 서서 바벨을 상체 위쪽에 올려 등 위에 올려놓습니다 2. 발꿈치를 지면에서 최대한 높이 들어올려 종아리를 사용합니다 3. 가장 높은 지점에서 잠시 멈춘 후 천천히 발꿈치를 시작 자세로 내립니다,GYM,barbell standing leg calf raise,바벨 스탠딩 레그 카프 레이즈,hamstrings,ISOLATION,VARIANT,,bodyweight_standing_calf_raise_isolation_bodyweight,DOMAIN_APPROVED,glutes,HIP|KNEE|ANKLE_FOOT,0108,gymvisual,barbell_standing_leg_calf_raise,REPS,STRENGTH,3.5,ADULT_COMPENDIUM_PDF_2024,02054,SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
CALVES,90,4,15,,INTERMEDIATE,BARBELL,CALF_RAISE_STANDING,발끝과 무릎이 같은 방향을 향하게 합니다|내려올 때 발바닥 전체를 바닥에 안정적으로 둡니다,APPROVED,data/scripts/normalize_v2_0_6_form_cues.py,True,user-natural-language-ko-v2.0.6,1. 발을 어깨 너비로 벌리고 서서 바벨을 상체 위쪽에 올려 등 위에 올려놓습니다 2. 발꿈치를 지면에서 최대한 높이 들어올려 발가락 끝으로만 지탱합니다 3. 천천히 발꿈치를 시작 자세로 내립니다,GYM,barbell standing rocking leg calf raise,바벨 스탠딩 록킹 레그 카프 레이즈,hamstrings,ISOLATION,VARIANT,,bodyweight_standing_calf_raise_isolation_bodyweight,DOMAIN_APPROVED,quadriceps,HIP|KNEE|ANKLE_FOOT,0111,gymvisual,barbell_standing_rocking_leg_calf_raise,REPS,STRENGTH,3.5,ADULT_COMPENDIUM_PDF_2024,02054,SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
GLUTES,90,4,15,,INTERMEDIATE,BARBELL,BARBELL_SUMO_DEADLIFT,허리를 둥글게 말지 말고 배 주변에 가볍게 힘을 줍니다|발바닥 전체로 바닥을 누르며 엉덩이 움직임을 만듭니다,APPROVED,data/scripts/normalize_v2_0_6_form_cues.py,True,user-natural-language-ko-v2.0.6,1. 어깨 너비보다 넓게 발을 벌리고 발가락을 바깥쪽으로 향하게 합니다 2. 들어올리면서 가슴을 들어올리고 등을 곧게 유지하며 엉덩이를 앞으로 밀어 둔근을 완전히 활성화합니다 3. 가장 높은 지점에서 잠깐 멈춘 후 천천히 바벨을 시작 자세로 내립니다,GYM,barbell sumo deadlift,바벨 스모 데드리프트,hamstrings,HIP_DOMINANT,REPRESENTATIVE,,,DOMAIN_APPROVED,quadriceps|lower back,WRIST_HAND|UPPER_BACK|LOWER_BACK|HIP|KNEE|ANKLE_FOOT|CHEST|ABDOMEN,0117,gymvisual,barbell_sumo_deadlift,REPS,STRENGTH,5.0,ADULT_COMPENDIUM_PDF_2024,02052,SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
SHOULDERS,90,4,15,,INTERMEDIATE,BARBELL,BARBELL_UPRIGHT_ROW,어깨가 귀 쪽으로 올라가지 않게 합니다|몸을 흔들어 반동을 만들지 말고 천천히 당깁니다,APPROVED,data/scripts/normalize_v2_0_6_form_cues.py,True,user-natural-language-ko-v2.0.6,1. 어깨 너비로 발을 벌리고 서서 손바닥이 바깥쪽을 향하도록 바벨을 잡되 손은 어깨 너비보다 약간 넓게 벌립니다 2. 코어에 힘을 주고 등을 곧게 펴면서 팔꿈치를 앞으로 향하게 하여 바벨을 턱 쪽으로 들어올립니다 3. 가장 높은 지점에서 잠깐 멈춘 후 천천히 바벨을 시작 자세로 내립니다,GYM,barbell upright row,바벨 업라이트 로우,traps,HORIZONTAL_PULL,REPRESENTATIVE,,,DOMAIN_APPROVED,biceps,SHOULDER|ELBOW|WRIST_HAND|UPPER_BACK|LOWER_BACK|HIP|KNEE|ABDOMEN,0121,gymvisual,barbell_upright_row,REPS,STRENGTH,3.5,ADULT_COMPENDIUM_PDF_2024,02054,SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
TRICEPS,60,4,15,,BEGINNER,BODYWEIGHT,DIP,팔꿈치와 손목을 과하게 꺾지 않게 합니다|몸통을 흔들어 반동을 만들지 말고 천천히 밀고 돌아옵니다,APPROVED,data/scripts/normalize_v2_0_6_form_cues.py,True,user-natural-language-ko-v2.0.6,1. 벤치나 의자의 가장자리에 앉아 엉덩이 옆에 손을 올립니다 2. 팔꿈치를 구부려 몸을 땅 쪽으로 내리되 등은 벤치에 가깝게 유지합니다 3. 맨 아래에서 잠깐 멈춘 후 시작 자세로 밀어 올립니다,GYM|HOME,bench dip (knees bent),벤치 딥(무릎 굽힘),chest,HORIZONTAL_PUSH,VARIANT,,assisted_triceps_dip_kneeling,DOMAIN_APPROVED,shoulders,SHOULDER|ELBOW|HIP|KNEE|ANKLE_FOOT|CHEST,0129,gymvisual,bench_dip_knees_bent,REPS,STRENGTH,3.0,ADULT_COMPENDIUM_PDF_2024,02056,SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
GLUTES,60,4,15,,BEGINNER,BODYWEIGHT,BENCH_HIP_EXTENSION,허리를 둥글게 말지 말고 배 주변에 가볍게 힘을 줍니다|발바닥 전체로 바닥을 누르며 엉덩이 움직임을 만듭니다,APPROVED,data/scripts/normalize_v2_0_6_form_cues.py,True,user-natural-language-ko-v2.0.6,1. 벤치에 앉아 등을 벤치에 붙이고 발을 땅에 디딥니다 2. 둔근과 햄스트링에 힘을 주어 무릎에서 어깨까지 일직선을 이루는 높이까지 엉덩이를 들어올립니다 3. 가장 높은 지점에서 잠깐 멈춘 후 천천히 엉덩이를 시작 자세로 내립니다,GYM|HOME,bench hip extension,벤치 힙 익스텐션,hamstrings,HIP_DOMINANT,REPRESENTATIVE,,,DOMAIN_APPROVED,,SHOULDER|UPPER_BACK|HIP|KNEE,0130,gymvisual,bench_hip_extension,REPS,STRENGTH,3.0,ADULT_COMPENDIUM_PDF_2024,02056,SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
TRICEPS,60,4,15,,BEGINNER,BODYWEIGHT,BODY_UP,허리가 과도하게 꺾이지 않도록 몸통을 고정합니다|다리를 올릴 때 벤치에 기대어 어깨가 무너지지 않게 합니다,APPROVED,data/videos/0137-U6G2gk9.gif,True,gif-reviewed-natural-language-ko-v2.0.6,1. 벤치를 양손으로 짚고 상체를 고정합니다 2. 한쪽 다리를 무릎을 굽힌 채 뒤쪽 위로 들어 올린 뒤 천천히 시작 자세로 돌아오며 반대쪽도 수행합니다,GYM|HOME,body-up,벤치 덩키킥,chest,HIP_DOMINANT,REPRESENTATIVE,,,DOMAIN_APPROVED,shoulders,SHOULDER|ELBOW|WRIST_HAND|ANKLE_FOOT|CHEST,0137,gymvisual,body_up,REPS,STRENGTH,3.0,ADULT_COMPENDIUM_PDF_2024,02056,SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
CORE,60,4,15,,BEGINNER,BODYWEIGHT,BOTTOMS_UP,허리가 바닥에서 과하게 들리지 않도록 합니다|다리를 내릴 때 반동을 사용하지 않습니다,APPROVED,data/videos/0138-CI6baTY.gif,True,gif-reviewed-natural-language-ko-v2.0.6,1. 바닥에 누워 다리를 뻗고 팔을 몸 옆에 둡니다 2. 무릎을 굽혀 다리를 몸 쪽으로 당겼다가 천천히 다리를 뻗어 시작 자세로 돌아옵니다,GYM|HOME,bottoms-up,누워서 다리 당기기,obliques,KNEE_FLEXION,REPRESENTATIVE,,,DOMAIN_APPROVED,hip flexors,UPPER_BACK|LOWER_BACK|HIP|KNEE|CHEST|ABDOMEN,0138,gymvisual,bottoms_up,REPS,STRENGTH,3.0,ADULT_COMPENDIUM_PDF_2024,02056,SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
CHEST,90,4,15,,INTERMEDIATE,CABLE_MACHINE,CHEST_FLY,운동 전에 시트나 패드 위치와 무게를 몸에 맞게 조절합니다|반동을 쓰지 말고 무게를 천천히 움직입니다,APPROVED,data/scripts/normalize_v2_0_6_form_cues.py,True,user-natural-language-ko-v2.0.6,1. 머신을 등지고 서서 발을 어깨 너비로 벌립니다 2. 팔꿈치를 약간 구부린 상태에서 팔을 옆으로 벌리는 동작을 조절되게 진행합니다 3. 완전히 펼친 위치에서 잠깐 멈추었다가 천천히 시작 자세로 돌아갑니다,GYM,cable decline fly,케이블 디클라인 플라이,shoulders,HORIZONTAL_PUSH,VARIANT,,lever_seated_fly,DOMAIN_APPROVED,triceps,SHOULDER|ELBOW|WRIST_HAND|CHEST,0158,gymvisual,cable_decline_fly,REPS,STRENGTH,3.5,ADULT_COMPENDIUM_PDF_2024,02054,SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0
